Supercharger,Street Address,City,State,Zipcode,Country,GPS,Statues,Open Date
"Savannah, GA",400 Airways Ave,Savannah,GA,31408,USA,"32.135507, -81.212767",OPEN,1/15/14
"Kingsland, GA",Kingsland Welcome Center 1190 East Boone Ave,Kingsland,GA,31548,USA,"30.790764, -81.663729",OPEN,11/18/15
"Augusta, GA",1069 Stevens Creek Rd,Augusta,GA,30907,USA,"33.515004, -82.044443",OPEN,6/12/16
"Atlanta - Lenox Road, GA",3393 Peachtree Rd NE,Atlanta,GA,30326,USA,"33.846445, -84.360194",OPEN,8/24/18
"Lithonia, GA",3045 Panola Rd,Lithonia,GA,30038,USA,"33.69893, -84.173181",OPEN,10/17/19
"Augusta - Belair Frontage Rd, GA",4329 Belair Frontage Rd,Augusta,GA,30909,USA,"33.481235, -82.129967",OPEN,12/15/18
"Macon - Tom Hill Sr Rd, GA",265 Tom Hill Sr Rd,Macon,GA,31210,USA,"32.897259, -83.689432",OPEN,12/23/18
"Atlanta - Peachtree Road, GA",3393 Peachtree Rd,Atlanta,GA,30326,USA,"33.848756, -84.36434",OPEN,9/1/18
"Alpharetta (SC), GA",1400 Upper Hembree Rd,Roswell,GA,30076,USA,"34.067199, -84.318835",OPEN,7/21/18
"Acworth, GA",3500 Baker Rd,Acworth,GA,30101,USA,"34.075443, -84.652009",OPEN,8/19/19
"Metter, GA",1118 S Lewis St,Metter,GA,30349,USA,"32.378566, -82.062539",OPEN,11/27/19
"Alpharetta, GA",5185 1st St,Alpharetta,GA,30009,USA,"34.071582, -84.275404",OPEN,1/8/20
"Brunswick, GA",500 Millennium Blvd,Brunswick,GA,31525,USA,"31.245874, -81.501667",OPEN,8/18/20
"Decatur (SC), GA",1580 Church St,Decatur,GA,30033,USA,"33.793217, -84.285379",OPEN,11/20/14
"Valdosta, GA",2112 W Hill Ave,Valdosta,GA,31601,USA,"30.81732, -83.320889",OPEN,10/11/20
"Newnan, GA",555 Bullsboro Dr,Newnan,GA,30265,USA,"33.393341, -84.759097",OPEN,3/17/21
"Peachtree Corners, GA",5220 Town Center Blvd,Peachtree Corners,GA,30092,USA,"33.978802, -84.214918",OPEN,12/4/20
"Douglasville, GA",2950 Chapel Hill Rd,Douglasville,GA,30135,USA,"33.726741, -84.735242",CONSTRUCTION,
"East Point, GA",3660 Marketplace Blvd,East Point,GA,30344,USA,"33.658708, -84.50122",OPEN,3/30/21
"Marietta, GA",3000 Windy Hill Rd SE,Marietta,GA,30067,USA,"33.90375, -84.465778",OPEN,3/19/21
"Atlanta, GA",1380 Atlantic Dr,Atlanta,GA,30363,USA,"33.793808, -84.397203",OPEN,12/18/14
"Madison, GA",2012 Eatonton Rd,Madison,GA,30650,USA,"33.558083, -83.473861",CONSTRUCTION,
"Athens, GA",1791 Oconee Connector,Athens,GA,30606,USA,"33.916675, -83.452965",OPEN,5/18/18
"Buford, GA",1705 Mall of Georgia Blvd,Buford,GA,30519,USA,"34.061572, -83.994606",OPEN,11/6/18
"Columbus, GA",1591 Bradley Park Dr,Columbus,GA,31904,USA,"32.534012, -84.971541",CONSTRUCTION,
"Lana'i City, HI",1001 Fraser Av,Lana'i City,HI,96763,USA,"20.820569, -156.919888",CONSTRUCTION,
"Dubuque, IA",Hy-Vee 400 S Locust St,Dubuque,IA,52003,USA,"42.48773, -90.663624",OPEN,5/2/18
"Council Bluffs, IA",3815 Metro Dr,Council Bluffs,IA,51501,USA,"41.220935, -95.835622",OPEN,3/11/15
"West Des Moines, IA",1725 Jordan Creek Pkwy,West Des Moines,IA,50266,USA,"41.599019, -93.806336",OPEN,10/21/16
"Davenport, IA",North Ridge Shopping Center 4064 E 53rd St,Davenport,IA,52807,USA,"41.575888, -90.513526",OPEN,10/21/16
"Dows, IA",904 Cardinal Ave,Dows,IA,50071,USA,"42.673838, -93.462294",OPEN,6/30/17
"Coralville, IA",1914 8th St,Coralville,IA,52241,USA,"41.680372, -91.591467",OPEN,9/29/16
"Shelby, IA",12 East St,Shelby,IA,51570,USA,"41.500575, -95.451663",OPEN,1/8/19
"Altoona, IA",1430 1st Ave N,Altoona,IA,50009,USA,"41.663503, -93.465484",OPEN,2/17/19
"Mount Pleasant, IA",1700 E Washington St,Mount Pleasant,IA,52641,USA,"40.9615205, -91.5284488",PERMIT,
"Sioux City, IA",4727 Southern Hills Dr,Sioux City,IA,51106,USA,"42.440787, -96.346112",CONSTRUCTION,
"Waterloo, IA",1422 Flammang Dr,Waterloo,IA,50702,USA,"42.459333, -92.328806",CONSTRUCTION,
"Coeur d'Alene, ID",3458 N Fruitland Ln,Coeur d'Alene,ID,83815,USA,"47.708479, -116.794283",OPEN,3/4/15
"Boise, ID",1426 S Entertainment Ave,Boise,ID,83709,USA,"43.592633, -116.280653",OPEN,8/7/15
"Twin Falls, ID","Twin Falls Tourist Center, 2015 Nielsen Point Place",Twin Falls,ID,83301,USA,"42.597887, -114.455249",OPEN,10/28/15
"Pocatello, ID","Clarion Inn, 1399 Bench Rd",Pocatello,ID,83201,USA,"42.899615, -112.435248",OPEN,5/24/16
"Idaho Falls, ID",940 Pier View Dr,Idaho Falls,ID,83402,USA,"43.485152, -112.05205",OPEN,6/9/16
"Burley, ID",E 5th St N,Heyburn,ID,83336,USA,"42.56159, -113.790261",OPEN,7/8/20
"Highland Park (SC), IL",1200 Old Skokie Road,Highland Park,IL,60035,USA,"42.17434, -87.816626",CLOSED_PERM,
"Rosemont, IL",5220 Fashion Outlets Way,Rosemont,IL,60018,USA,"41.975091, -87.866501",OPEN,11/6/18
"Country Club Hills, IL",4201 167th St,Country Club Hills,IL,60478,USA,"41.584927, -87.721062",OPEN,11/8/14
"Effingham, IL",1200 North Keller Dr,Effingham,IL,62401,USA,"39.137048, -88.563736",OPEN,3/28/15
"Peru, IL",1651 Midtown Rd,Peru,IL,61354,USA,"41.348503, -89.126115",OPEN,6/22/16
"Champaign, IL",2401 N Prospect Ave,Champaign,IL,61822,USA,"40.146209, -88.259884",OPEN,3/23/16
"North Aurora, IL",151 Hansen Blvd,North Aurora,IL,60542,USA,"41.802949, -88.370249",OPEN,10/5/16
"Bolingbrook, IL",755 E Boughton Rd,Bolingbrook,IL,60440,USA,"41.722189, -88.037278",OPEN,5/31/17
"Chicago - North Columbus Drive, IL",225 N Columbus Dr,Chicago,IL,60601,USA,"41.886458, -87.620262",OPEN,9/11/17
"Mount Vernon, IL",222 Potomac Blvd,Mt. Vernon,IL,62864,USA,"38.316292, -88.955923",OPEN,10/27/16
"Skokie, IL",5507 W Touhy Ave,Skokie,IL,60077,USA,"42.009459, -87.766164",OPEN,1/30/18
"Chicago - North Broadway, IL",3030 North Broadway,Chicago,IL,60657,USA,"41.937338, -87.644666",OPEN,1/31/18
"Chicago - North Halsted, IL",1457 N Halsted St,Chicago,IL,60642,USA,"41.908043, -87.647839",OPEN,8/2/18
"Chicago - South Canal Street, IL",1100 South Canal St,Chicago,IL,60607,USA,"41.869126, -87.639971",OPEN,2/2/18
"Glenview, IL",1200 N Milwaukee Ave,Glenview,IL,60025,USA,"42.077128, -87.860788",OPEN,4/20/18
"Evergreen Park, IL",9200 S Western Ave,Evergreen Park,IL,60805,USA,"41.725315, -87.683693",OPEN,6/16/19
"Normal, IL",Uptown Station Parking Deck 11 Uptown Circle,Normal,IL,61761,USA,"40.508497, -88.985575",OPEN,6/26/13
"Collinsville, IL",217 N Bluff Rd,Collinsville,IL,62234,USA,"38.67344, -90.013486",PERMIT,
"Flossmoor, IL",3800 Vollmer Rd,Flossmoor,IL,60422,USA,"41.529391, -87.709287",OPEN,6/19/20
"Rockford, IL",7200 Harrison Ave,Rockford,IL,61112,USA,"42.243896, -88.978877",OPEN,9/12/13
"Northbrook, IL",840 Willow Rd,Northbrook,IL,60062,USA,"42.107745, -87.802496",OPEN,3/18/20
"Gilman, IL",1043 S Crescent St,Gilman,IL,60938,USA,"40.752202, -87.996464",OPEN,5/6/20
"Highland Park, IL",2099 Skokie Valley Rd,Highland Park,IL,60035,USA,"42.191936, -87.826741",PERMIT,
"Chicago - OÕHare, IL",10909Ð10929 W Higgins Rd,Chicago,IL,60666,USA,"41.99870660096533, -87.888457775115",OPEN,7/2/20
"Grand Ave (SC), Chicago, IL",1053 W Grand Ave,Chicago,IL,60642,USA,"41.890732, -87.654125",OPEN,9/9/14
"Evanston, IL",1800 Maple Ave,Evanston,IL,60201,USA,"42.050353, -87.685491",PERMIT,
"Aurora - IL-59, IL",808 IL-59 S,Aurora,IL,60504,USA,"41.769119, -88.208105",OPEN,10/30/20
"Buffalo Grove, IL",1550 Deerfield Pkwy,Buffalo Grove,IL,60089,USA,"42.168699, -87.923841",OPEN,11/7/20
"Chicago - N Elston Ave, IL",2656 N Elston Ave,Chicago,IL,60647,USA,"41.928, -87.685478",PERMIT,
"Peoria - N Sheridan Rd, IL",4125 N Sheridan Rd #20,Peoria,IL,61614,USA,"40.739208, -89.606721",OPEN,3/30/21
"Springfield, IL",3801 South MacArthur Blvd,Springfield,IL,62711,USA,"39.748868, -89.67119",OPEN,1/9/15
"Rolling Meadows, IL",1301 Meijer Dr,Rolling Meadows,IL,60008,USA,"42.049702, -87.994915",OPEN,10/18/17
"Mishawaka, IN",6501 Grape Rd,Mishawaka,IN,46545,USA,"41.7174, -86.1887",OPEN,12/11/13
"Angola, IN",3855 Indiana Rte 127,Angola,IN,46703,USA,"41.699048, -85.000326",OPEN,12/9/13
"Lafayette, IN",4901 Indiana 26,Lafayette,IN,47905,USA,"40.416187, -86.814084",OPEN,10/10/14
"Terre Haute, IN","Meijer, 5600 E, New Margaret Dr",Terre Haute,IN,47803,USA,"39.443345, -87.331737",OPEN,3/30/16
"Fort Wayne, IN",6309 Lima Rd,Fort Wayne,IN,46818,USA,"41.138806, -85.163548",OPEN,9/8/17
"Indianapolis - Capitol Avenue, IN",109 S Capitol Ave,Indianapolis,IN,46225,USA,"39.765443, -86.161222",OPEN,3/20/19
"Fishers, IN",9 Municipal Dr,Fishers,IN,46038,USA,"39.957683, -86.016131",OPEN,3/17/18
"Zionsville, IN",6650 Whitestown Pkwy,Zionsville,IN,46077,USA,"39.950563, -86.343779",OPEN,5/10/19
"Merrillville, IN",611 W Lincoln Hwy,Merrillville,IN,46410,USA,"41.468444, -87.343613",OPEN,5/9/18
"Bloomington, IN",3600 W Third St,Bloomington,IN,47404,USA,"39.166222, -86.579116",OPEN,2/25/20
"Kokomo, IN",2301 E Markland Ave,Kokomo,IN,46901,USA,"40.475169, -86.101306",OPEN,2/25/20
"Richmond, IN",2507 Chester Blvd,Richmond,IN,47374,USA,"39.868255, -84.886326",OPEN,4/8/20
"Veedersburg, IN",1020 E Second St,Veedersburg,IN,47987,USA,"40.11273, -87.248021",PERMIT,
"Michigan City, IN",5150 Franklin St,Michigan City,IN,46360,USA,"41.673833, -86.891234",OPEN,3/24/20
"Haubstadt, IN",19920 Ruffian Way,Haubstadt,IN,47639,USA,"38.160227, -87.551743",PERMIT,
"Carmel, IN",1426 W Carmel Dr,Carmel,IN,46032,USA,"39.97193, -86.152619",OPEN,6/21/18
"Indianapolis, IN",5120 Victory Dr,Indianapolis,IN,46203,USA,"39.702444, -86.079687",OPEN,10/30/14
"Goodland, KS",2631 Enterprise Rd,Goodland,KS,67735,USA,"39.326253, -101.725171",OPEN,6/13/14
"Hays, KS",4101 Vine St,Hays,KS,67601,USA,"38.900543, -99.319142",OPEN,6/12/14
"Salina, KS",755 W Diamond Dr,Salina,KS,67401,USA,"38.877342, -97.618699",OPEN,7/4/14
"Topeka, KS",5930 Huntoon St,Topeka,KS,66614,USA,"39.044199, -95.76046",OPEN,10/17/14
"Wichita, KS",4760 S Broadway St,Wichita,KS,67216,USA,"37.60878, -97.33314",OPEN,1/21/15
"Colby, KS",700 E Horton Ave,Colby,KS,67701,USA,"39.361357, -101.054063",OPEN,10/2/17
"Mission, KS",6655 Martway St,Mission,KS,66202,USA,"39.02, -94.661182",OPEN,6/2/19
"Olathe, KS",18101 W 119th St,Olathe,KS,66061,USA,"38.912194, -94.795583",OPEN,6/11/19
"Emporia, KS",1330 Industrial Rd,Emporia,KS,66801,USA,"38.414266, -96.216714",OPEN,5/28/20
"Lexington, KY",2155 Paul Jones Way,Lexington,KY,40509,USA,"38.017955, -84.420664",OPEN,1/30/15
"London, KY",140 Faith Assembly Church Rd,London,KY,40741,USA,"37.14916, -84.11385",OPEN,2/4/15
"Louisville, KY",2120 Gardiner Ln,Louisville,KY,40205,USA,"38.211846, -85.673087",OPEN,12/30/15
"Bowling Green, KY",1676 Westpark Dr,Bowling Green,KY,42104,USA,"36.955196, -86.438854",OPEN,6/24/16
"Kuttawa, KY",62 Days Inn Dr,Kuttawa,KY,42055,USA,"37.073405, -88.124752",OPEN,1/1/17
"Florence, KY",4990 Houston Rd,Florence,KY,41042,USA,"39.012335, -84.639109",CONSTRUCTION,
"Louisville - Towne Center Drive, KY",4100 Towne Center Dr,Louisville,KY,40241,USA,"38.299, -85.556056",OPEN,7/1/20
"Louisville - Preston Hwy, KY",9500 Preston Hwy,Louisville,KY,40229,USA,"38.112105, -85.677437",PERMIT,
"Baton Rouge, LA",3535 Perkins Rd,Baton Rouge,LA,70808,USA,"30.423892, -91.154637",OPEN,1/22/15
"Lake Charles, LA",1772 W Prien Lake Rd,Lake Charles,LA,70601,USA,"30.199071, -93.248782",OPEN,12/21/14
"Slidell, LA",Fremaux Town Center 1303 Town Center Pkwy,Slidell,LA,70458,USA,"30.266552, -89.760156",OPEN,2/6/16
"Shreveport, LA",1133 St. Vincent Ave,Shreveport,LA,71104,USA,"32.478594, -93.75437",OPEN,5/12/16
"Alexandria, LA",701 4th St,Alexandria,LA,71301,USA,"31.312424, -92.446436",OPEN,6/7/16
"Monroe, LA",4915 Pecanland Mall Dr,Monroe,LA,71203,USA,"32.496554, -92.055091",OPEN,9/16/16
"Lafayette, LA",Stirling Center Dr,Lafayette,LA,70501,USA,"30.265264, -91.994232",OPEN,2/13/20
"Metairie, LA",211 Veterans Memorial Blvd,Metairie,LA,70005,USA,"30.001011, -90.125055",PERMIT,
"Sagamore Beach, MA",22 Meetinghouse Ln,Sagamore Beach,MA,2562,USA,"41.781242, -70.540271",OPEN,10/27/14
"Auburn, MA",385 Southbridge St,Auburn,MA,1501,USA,"42.203764, -71.832954",OPEN,12/29/14
"Dedham, MA",840 Providence Highway,Dedham,MA,2026,USA,"42.236417, -71.17825",OPEN,8/8/15
"Braintree, MA",250 Granite St,Braintree,MA,2184,USA,"42.222955, -71.021964",OPEN,7/26/19
"Lee, MA",10 Pleasant St,Lee,MA,1238,USA,"42.29571, -73.239245",OPEN,8/20/16
"Leominster, MA",100 Commercial Rd,Leominster,MA,1453,USA,"42.529798, -71.744151",OPEN,12/13/17
"Hadley, MA",25 Russell St,Hadley,MA,1035,USA,"42.338922, -72.611239",OPEN,4/17/18
"Boston - Richard B. Ross Way, MA",1341 Boylston St,Boston,MA,2215,USA,"42.344691, -71.099322",OPEN,4/28/19
"Orleans, MA",10 Route 6A,Orleans,MA,2653,USA,"41.796653, -69.985961",OPEN,12/7/19
"Seekonk, MA",101 Commerce Way,Seekonk,MA,2771,USA,"41.793749, -71.323876",PERMIT,
"Mashpee, MA",38 Nathan Ellis Hwy,Mashpee,MA,2649,USA,"41.6175, -70.488528",OPEN,1/18/19
"Woburn - Commerce Way, MA",101 Commerce Way,Woburn,MA,1801,USA,"42.518374, -71.135476",PERMIT,
"Hyannis, MA",425 Attucks Ln,Hyannis,MA,2601,USA,"41.676619, -70.307049",OPEN,5/20/20
"Beverly, MA",55 Dodge St,Beverly,MA,1915,USA,"42.576861, -70.89",CLOSED_PERM,
"Chestnut Hill, MA",55 Boylston St,Chestnut Hill,MA,2467,USA,"42.322031, -71.172395",OPEN,1/10/20
"Mansfield, MA",280 School St,Mansfield,MA,2048,USA,"42.013729, -71.231754",OPEN,6/30/18
"Hudson, MA",2 Highland Common E,Hudson,MA,1749,USA,"42.395775, -71.594724",OPEN,1/29/19
"Framingham, MA",1 Worcester Rd,Framingham,MA,1701,USA,"42.303637, -71.394171",OPEN,6/29/18
"Lynnfield, MA","MarketStreet Lynnfield, 600 Market St",Lynnfield,MA,1940,USA,"42.516609, -71.032521",OPEN,8/2/19
"Wareham, MA","Wareham Crossing, 2421 Cranberry Hwy",Wareham,MA,2571,USA,"41.775093, -70.744321",OPEN,1/15/20
"Revere, MA",40 Furlong Dr,Revere,MA,2151,USA,"42.398547, -71.00021",OPEN,4/11/20
"Pembroke, MA",146 Church St,Pembroke,MA,2359,USA,"42.10853, -70.770428",PERMIT,
"Great Barrington, MA",700 Main St,Great Barrington,MA,1230,USA,"42.180663, -73.364632",OPEN,9/26/20
"Gloucester, MA",231 Gloucester Crossing,Gloucester,MA,1930,USA,"42.623417, -70.6545",PERMIT,
"Stoughton, MA",1 Hawes Way,Stoughton,MA,2072,USA,"42.152917, -71.073528",PERMIT,
"Burlington, MA",75 Middlesex Turnpike,Burlington,MA,1803,USA,"42.4836, -71.2164",PERMIT,
"Littleton, MA",812 Constitution Ave,Littleton,MA,1460,USA,"42.553135, -71.473819",OPEN,3/30/21
"Newton, MA",6 MA-128,Newton,MA,2462,USA,"42.330663, -71.255062",PERMIT,
"Charlton, MA",6 Massachusetts Turnpike,Charlton,MA,1507,USA,"42.156639, -71.963401",PERMIT,
"Lexington, MA",690 Marrett Rd,Lexington,MA,2421,USA,"42.439714, -71.257795",PERMIT,
"West Springfield, MA",935 Riverdale St,West Springfield,MA,1089,USA,"42.130914, -72.621435",OPEN,2/14/15
"Boston - Allstate Road, MA","8 Allstate Rd, 6th floor",Boston,MA,2118,USA,"42.325662, -71.063013",OPEN,12/3/17
"Boston - Boylston Street, MA",800 Boylston St,Boston,MA,2199,USA,"42.34717, -71.081003",OPEN,9/11/17
"Cambridge, MA",100 Cambridgeside Place,Cambridge,MA,2141,USA,"42.368483, -71.076189",OPEN,12/29/17
"Salisbury, MD",2300 North Salisbury Blvd,Salisbury,MD,21801,USA,"38.401648, -75.564818",OPEN,11/8/14
"Aberdeen, MD","Maryland House Sevice Plaza, I-95",Aberdeen,MD,21001,USA,"39.498017, -76.231196",OPEN,9/1/17
"National Harbor - Potomac Passage, MD",150 Potomac Passage,National Harbor,MD,20745,USA,"38.785335, -77.014771",OPEN,2/16/19
"North East, MD","Chesapeake House Travel Plaza, I-95",North East,MD,21901,USA,"39.612048, -76.009908",OPEN,9/10/17
"La Vale, MD",11601 Winchester Rd,La Vale,MD,21502,USA,"39.63626, -78.845748",OPEN,9/1/17
"Frederick, MD",5500 Buckeystown Pike,Frederick,MD,21703,USA,"39.384693, -77.405494",OPEN,11/26/19
"National Harbor - National Plaza, MD",120 Waterfront Street,Oxon Hill,MD,20745,USA,"38.785823, -77.015745",CLOSED_PERM,
"Gaithersburg, MD",24 Grand Corner Ave,Gaithersburg,MD,20878,USA,"39.118151, -77.202271",OPEN,12/14/17
"Bethesda - Montgomery Mall East, MD",7101 Democracy Blvd,Bethesda,MD,20817,USA,"39.023881, -77.143782",PERMIT,
"Bethesda - Montgomery Mall West, MD",7101 Democracy Blvd,Bethesda,MD,20817,USA,"39.025087, -77.148335",PERMIT,
"Hanover, MD",7787 Arundel Mills Blvd,Hanover,MD,21076,USA,"39.153272, -76.743717",OPEN,11/14/19
"Riverdale Park, MD",6761 45th St,Riverdale,MD,20737,USA,"38.970361, -76.937333",OPEN,7/19/19
"Annapolis, MD",217 Harker Place,Annapolis,MD,21401,USA,"38.980071, -76.540498",OPEN,3/22/19
"North Bethesda, MD",11860 Trade St,North Bethesda,MD,20852,USA,"39.050339, -77.11657",OPEN,1/28/20
"Millersville, MD",8300 Veterans Hwy,Millersville,MD,21108,USA,"39.110684, -76.631323",PERMIT,
"Ocean City, MD",12826A Ocean Gateway,West Ocean City,MD,21842,USA,"38.335586, -75.104509",OPEN,2/7/20
"Easton, MD",7655 Ocean Gateway,Easton,MD,21601,USA,"38.759257, -76.061405",OPEN,5/28/20
"White Marsh, MD",5361 Nottingham Dr.,White Marsh,MD,21236,USA,"39.373985, -76.443133",OPEN,6/26/20
"Rockville, MD",30 Maryland Ave,Rockville,MD,20850,USA,"39.085997, -77.149696",OPEN,1/25/20
"Baltimore - Boston Street, MD",3779 Boston St,Baltimore,MD,21224,USA,"39.274972, -76.563528",OPEN,10/13/20
"Baltimore - McHenry Row, MD",1641 Whetstone Way,Baltimore,MD,21230,USA,"39.268454, -76.59925",OPEN,10/25/18
"Towson, MD",1300 E Joppa Rd,Towson,MD,21284,USA,"39.3965777, -76.5752234",CONSTRUCTION,
"California, MD",44900 St Andrews Church Rd,California,MD,20619,USA,"38.302734, -76.522277",CONSTRUCTION,
"Waldorf, MD",11505 Berry Rd,Waldorf,MD,20603,USA,"38.6297285, -76.9187808",CONSTRUCTION,
"Hagerstown - Venture Dr, MD",17803 Venture Dr,Hagerstown,MD,21740,USA,"39.608895, -77.750802",OPEN,12/30/20
"Bowie, MD",10400 Martin Luther King Hwy,Bowie,MD,20720,USA,"38.956171, -76.826008",PERMIT,
"Urbana, MD",9180 Fingerboard Rd,Urbana,MD,21704,USA,"39.327271, -77.34652",PERMIT,
"Edgewater, MD",3166 Solomons Island Rd,Edgewater,MD,21037,USA,"38.936193, -76.56776",CONSTRUCTION,
"Baltimore - South Caton Avenue, MD",1202 South Caton Ave,Halethorpe,MD,21227,USA,"39.268888, -76.668933",OPEN,2/22/21
"Hagerstown, MD",495 Premium Outlets Blvd,Hagerstown,MD,21740,USA,"39.605859, -77.733324",OPEN,1/23/14
"Laurel, MD",14700 Baltimore Ave,Laurel,MD,20707,USA,"39.095382, -76.858319",OPEN,9/23/16
"Grasonville, MD","Royal Farms, 108 Jackson Creek Rd",Grasonville,MD,21638,USA,"38.965706, -76.220905",OPEN,8/18/17
"Augusta, ME",13 Stephen King Dr,Augusta,ME,4330,USA,"44.34787, -69.786088",OPEN,12/4/15
"Brewer, ME",5 Walton Dr,Brewer,ME,4412,USA,"44.775909, -68.73432",OPEN,9/2/16
"Freeport, ME",Justins Way & Cross St,Freeport,ME,4032,USA,"43.8587942, -70.1041363",OPEN,10/19/17
"Bethel, ME",211 Mayville Rd,Bethel,ME,4217,USA,"44.424871, -70.796608",OPEN,6/24/20
"Baileyville, ME",32 Houlton Rd,Baileyville,ME,4694,USA,"45.123159, -67.348144",OPEN,9/12/19
"Portland, ME",295 Forest Ave,Portland,ME,4101,USA,"43.664423, -70.269631",OPEN,10/17/19
"Skowhegan, ME",496 Madison Ave,Skowhegan,ME,4976,USA,"44.780304, -69.727027",OPEN,1/1/20
"Jackman, ME",407 Main St,Jackman,ME,4945,USA,"45.624071, -70.25201",OPEN,10/19/19
"Medway, ME",1941 Medway Rd,Medway,ME,4460,USA,"45.609675, -68.522956",OPEN,10/17/19
"Kennebunk - Northbound, ME",Maine Turnpike,Kennebunk,ME,4043,USA,"43.409493, -70.558551",OPEN,6/14/18
"Kennebunk - Southbound, ME",I-95 Service Plaza,Kennebunk,ME,4043,USA,"43.410693, -70.560923",OPEN,6/29/18
"Cadillac, MI",8605 34 Rd,Cadillac,MI,49601,USA,"44.282551, -85.403096",OPEN,12/23/15
"Port Huron, MI",500 Thomas Edison Pkwy,Port Huron,MI,48060,USA,"42.998817, -82.428935",OPEN,8/18/16
"Traverse City, MI","Meijer, 3955 US-31",Traverse City,MI,49684,USA,"44.744729, -85.644019",OPEN,9/10/17
"Ludington, MI",3900 W US Hwy 10,Ludington,MI,49431,USA,"43.957103, -86.376093",OPEN,6/23/17
"Auburn Hills, MI",850 Brown Rd,Auburn Hills,MI,48326,USA,"42.706969, -83.288941",OPEN,3/23/18
"Gaylord, MI",250 Meijer Dr,Gaylord,MI,49735,USA,"45.025577, -84.722201",OPEN,6/21/18
"Roseville, MI",30800 Little Mack Ave,Roseville,MI,48066,USA,"42.522048, -82.906756",OPEN,11/23/17
"Big Rapids, MI",15400 Waldron Way,Big Rapids,MI,49307,USA,"43.689792, -85.515625",OPEN,3/9/18
"Lansing, MI",2505 Showtime Dr,Lansing,MI,48912,USA,"42.766555, -84.514724",OPEN,9/11/17
"Clare, MI",604 North McEwan,Clare,MI,48617,USA,"43.820359, -84.76675",OPEN,5/19/19
"Escanaba, MI",505 N 26th St,Escanaba,MI,49829,USA,"45.750735, -87.087484",PERMIT,
"Sault Ste. Marie, MI",1138 W. 3 Mile Rd,Sault Ste. Marie,MI,49783,USA,"46.463553, -84.386795",PERMIT,
"Walker, MI",2988 Walker Ave NW,Walker,MI,49544,USA,"43.018501, -85.723629",OPEN,12/24/18
"Hudsonville, MI",4075 32nd Ave,Hudsonville,MI,49426,USA,"42.843659, -85.862462",OPEN,8/16/19
"Portage, MI",5121 S Westnedge Ave,Portage,MI,49002,USA,"42.242426438302516, -85.58839380741",PERMIT,
"St. Joseph, MI",3260 Niles Rd,St. Joseph,MI,49085,USA,"42.056357, -86.456352",OPEN,11/26/13
"Bay City, MI",2980 Wilder Rd,Bay City,MI,48706,USA,"43.622061, -83.932241",OPEN,9/27/16
"Mackinaw City, MI",801 S Huron Ave,Mackinaw City,MI,49701,USA,"45.77225, -84.7265",OPEN,6/10/20
"Livonia, MI",13000 Middlebelt Rd,Livonia,MI,48150,USA,"42.379485, -83.32954",OPEN,1/21/18
"Marshall, MI",15252 US Hwy 27 N,Marshall,MI,49068,USA,"42.292009, -84.964122",OPEN,7/6/17
"Grand Rapids, MI",5531 28th St SE,Grand Rapids,MI,49512,USA,"42.914231, -85.533057",OPEN,6/25/15
"Marquette, MI",3630 US-41,Marquette,MI,49855,USA,"46.552283, -87.469461",PERMIT,
"Ann Arbor, MI",3145 Saline Rd,Ann Arbor,MI,48108,USA,"42.240687, -83.766265",OPEN,8/20/15
"Swartz Creek, MI",4141 Morrish Rd,Swartz Creek,MI,48473,USA,"42.96744, -83.828794",OPEN,1/28/20
"Muskegon, MI",5300 Harvey St,Muskegon,MI,49444,USA,"43.155333, -86.202939",OPEN,2/27/18
"Worthington, MN",1290 Ryan's Rd,Worthington,MN,56187,USA,"43.63385, -95.595647",OPEN,12/11/13
"Duluth, MN",200 W 1st St,Duluth,MN,55802,USA,"46.784467, -92.10232",OPEN,7/17/15
"Hinckley, MN",404 Fire Monument Rd,Hinckley,MN,55037,USA,"46.009592, -92.93155",OPEN,10/21/15
"Baxter, MN",6967 Lake Forest Rd,Baxter,MN,56425,USA,"46.378868, -94.256413",OPEN,10/21/15
"Oakdale, MN",7180 10th St N,Oakdale,MN,55128,USA,"44.96499, -92.96129",OPEN,8/17/16
"Clearwater, MN",950 MN-24,Clearwater,MN,55320,USA,"45.411899, -94.054852",OPEN,12/22/16
"Sherburn, MN",600 State Highway 4,Sherburn,MN,56171,USA,"43.66182, -94.733012",OPEN,11/19/17
"Robbinsdale, MN",3435 W Broadway Ave,Robbinsdale,MN,55422,USA,"45.018928, -93.32583",OPEN,6/18/19
"Albert Lea - Happy Trails Lane, MN",820 Happy Trails Ln,Albert Lea,MN,56007,USA,"43.657608, -93.318547",OPEN,8/15/19
"St. Louis Park, MN",3601 State Hwy 100 (MN-100),St. Louis Park,MN,55416,USA,"44.935964, -93.347857",OPEN,5/27/20
"Minneapolis, MN",1600 New Brighton Blvd,Minneapolis,MN,55413,USA,"45.004609, -93.229542",OPEN,10/7/20
"Alexandria, MN",4404 State Hwy 29,Alexandria,MN,56308,USA,"45.850405, -95.388969",OPEN,2/14/20
"Minnetonka, MN",13201 Ridgedale Dr,Minnetonka,MN,55305,USA,"44.9698145, -93.4478659",OPEN,8/27/20
"Albert Lea, MN",811 East Plaza St,Albert Lea,MN,56007,USA,"43.68606, -93.357721",CLOSED_PERM,
